"","id","latitude","longitude"
"538",8064914370,45.968216,7.967522
"541",1310904796,46.9133,7.129155
"542",24356173207,46.780665,8.669435
"543",9268265178,46.545261,7.985383
"544",2641951389,47.134614,7.767763
"545",49927558068,46.478891,6.778489
"546",5960710039,45.986645,7.761325
"547",5847582489,46.39002,6.995565
"548",5403761703,45.818967,9.096422
"550",14286169591,46.497389,7.71443
"551",16250189409,46.045863,6.891635
"552",8072846458,46.549269,7.891831
"557",2353783917,46.081268,7.634696
"561",5885741657,47.661355,7.530162
"565",1406790919,45.740012,7.315081
"566",847510456,47.056645,8.485136
"570",7906066050,46.015997,7.742486
"575",2200623188,46.608729,7.924329
"578",874820253,46.932106,8.613308
"579",15888028146,46.492926,9.851002
"590",9102402833,46.972666,10.550166
"591",9347876722,46.779333,7.8295
"592",2531866310,46.43797,8.497161
"593",5848058189,45.925719,7.123947
"596",943477990,46.457431,9.193239
"597",1029285407,47.139833,10.276594
"600",8657305555,46.420183,10.55417
"602",1043100955,46.900906,8.512934
"603",14847546348,46.457955,6.84615
"605",9217273666,46.038282,9.628272
"606",9056201128,46.013892,7.750854
"607",3010993801,45.921826,6.855726
"608",9195517440,46.075895,7.216751
"609",1948612570,46.531144,7.770874
"610",41493006172,45.780536,7.295147
"613",9284267415,46.810685,10.53768
"619",2422319028,45.950687,6.752858
"626",1092068086,45.943189,6.964538
"632",14830496488,46.793059,9.472907
"633",2071913804,45.979786,6.886367
"636",9349053096,45.925313,6.882133
"637",1203867231,47.00269,9.419912
"638",9137634104,45.897813,7.790575
"639",9151872776,46.624402,8.033911
"640",1279162688,45.805005,6.340688
"641",14161658136,46.717629,7.453891
"645",1115784159,45.978794,9.252312
"646",9336899068,47.349666,8.491333
"647",38877808614,47.143963,10.046997
"651",9179891603,46.585336,9.162402
"652",9255224677,46.413308,9.932186
"653",14012859541,45.87853,6.887297
"654",5018655854,46.246291,8.028516
"655",13897335431,46.448577,6.160291
"657",9256905908,46.25596,7.53269
"658",6292236978,46.9965,8.657166
"659",9411853223,46.259637,6.8393
"660",13933171466,45.905296,8.976452
"662",11804285914,45.966963,6.912891
"663",3039141475,46.505991,6.638016
"664",1173073734,46.496279,7.737625
"665",9355457923,46.639441,7.690376
"671",25568840176,47.054994,8.486436
"672",1278743715,45.823947,6.989333
"678",1408986438,45.930744,6.836156
"680",1677962414,47.37501,7.701716
"683",1323201679,45.996887,6.986103
"686",8116610135,47.180349,8.467197
"688",1346672803,46.204651,6.134608
"690",5340937188,47.051166,8.312535
"691",5765295819,46.613719,8.026371
"694",9692679998,46.588166,7.997666
"702",8139687608,47.472401,7.81351
"703",5573610942,45.991222,7.711887
"705",1355909563,45.898543,6.128718
"706",1372697717,45.898296,6.124695
"707",41885152230,46.484566,7.206
"710",1371856579,45.969024,9.256765
"712",1447513393,47.007255,9.531519
"715",1398586144,45.924087,6.955225
"719",5871950761,46.268308,9.021502
"720",5929805109,46.019302,7.746713
"721",21294738213,45.878207,6.890712
"722",1827231187,46.685293,7.855638
"723",1493532217,45.901216,8.520058
"725",5863975928,45.919052,10.057876
"726",1464214056,46.154983,8.610373
"733",5911485063,46.863792,7.565277
"734",5908232111,46.261425,7.102661
"735",1424645765,46.54761,7.892395
"736",27849657726,45.993775,9.031455
"739",5947222291,45.969638,7.966654
"740",5900518554,46.058392,7.599048
"744",1640227516,45.931751,6.917481
"745",5899638601,46.545133,8.694972
"746",10207905723,46.731948,7.424955
"747",5910517112,45.993667,7.699167
"749",1591281723,46.584895,7.083435
"750",2418409465,45.996328,8.922936
"752",11378644554,47.005922,8.38168
"753",5896849132,46.338276,7.968006
"754",12656174333,46.009838,9.28688
"755",1694625817,46.292199,7.029039
"757",5972645054,46.584344,7.962438
"758",5904919310,47.12765,7.045405
"761",8601791935,46.433975,9.764368
"763",6437741027,46.439513,8.102197
"766",6432063869,47.223765,10.141239
"768",2458390369,47.496958,10.385813
"769",43874369240,46.670598,8.021779
"776",2123085084,45.902843,6.937512
"779",5853644883,47.036043,8.264325
"781",2200675767,46.944498,7.587046
"782",2204217269,46.228088,7.35885
"785",9337232996,46.504648,7.720212
"788",8336762793,46.540362,10.136239
"789",14847884323,46.186008,10.466452
"790",1243484304,46.979417,8.256011
"792",6648406339,46.300412,10.51001
"794",5960863309,46.582993,7.962695
"795",1670894018,45.879149,6.887172
"797",1324714782,45.822578,9.414521
"802",5969177023,47.157772,10.164736
"809",6010894027,45.976663,7.659907
"819",6098760168,46.28328,8.102316
"823",18623537779,46.775494,8.143144
"826",6692733097,47.034738,8.354995
"827",1430259734,45.85318,7.937879
"828",1644248816,47.14081,9.52418
"829",1509554266,46.235754,7.36526
"831",5995516195,46.939421,10.060043
"832",39282912275,46.805555,10.251388
"835",2018833604,46.624507,8.036541
"837",3119980657,46.596802,7.907645
"839",6025021725,46.462964,9.187817
"840",2197000104,46.03142,7.112206
"841",1570555803,46.620779,7.819411
"842",2537599709,46.315598,6.863172
"843",1507821939,46.485155,6.981124
"849",8325096247,46.9686,10.1873
"850",14322466525,46.214422,6.827745
"851",5973297094,45.78835,7.86591
"852",9055820391,47.054666,9.937333
"854",1581595614,46.879673,8.819439
"856",5981541371,46.343572,10.487749
"857",15019997557,45.840935,6.2638
"858",8373900939,47.490527,10.537102
"859",8311098899,45.968005,6.94396
"860",3098141478,45.983406,6.927845
"861",4818916699,46.060486,9.332714
"862",2167536276,46.127508,9.301815
"865",44447929501,46.00428,8.958127
"866",5955604894,45.99239,7.754616
"867",5934276489,46.410238,10.028902
"868",2068016971,46.105231,7.57362
"869",1901813162,46.203162,8.575043
"872",1856673988,47.677307,8.614804
"873",5891550970,46.010738,9.289725
"874",5899183322,46.483352,8.845175
"880",5899892637,46.4865,9.1685
"883",5985318968,46.148583,6.925686
"896",4842977763,47.211515,10.144017
"898",3039311252,47.349538,8.491841
"899",2045059605,46.583819,7.280416
"901",2145804673,46.690266,7.868539
"902",11234925393,47.018591,7.61843
"903",3142337602,46.195279,7.339918
"905",2123688050,46.59178,7.89424
"906",8628128770,46.94197,7.449236
"907",6064242877,45.979883,6.872556
"908",2130915143,46.844863,8.69423
"909",5943613883,45.998563,7.333205
"910",5943421960,47.258873,9.320075
"912",6583037067,45.871739,8.445417
"914",2138498788,47.49283,9.977411
"915",2464916630,46.172631,6.706788
"917",2504438783,47.014575,10.485113
"919",2151134865,45.898729,6.127517
"920",2335471644,46.813091,8.22414
"921",34583810180,46.916006,10.092096
"922",5982153118,46.530701,10.452868
"923",8489928034,46.008391,8.986283
"924",2151830137,46.389436,8.060671
"925",8530475708,46.489746,8.710603
"927",2148898281,46.2316,7.9046
"928",2229874255,45.770771,7.563915
"930",6066566050,46.687513,7.858813
"931",2167253072,46.777904,9.674534
"932",6400793081,46.422401,9.783625
"936",2400311725,46.980215,8.253597
"938",6077140805,45.928348,9.019464
"939",12228633046,46.782736,9.679822
"942",2175630113,45.908106,6.961308
"945",2195326763,47.737887,8.662633
"946",2285724028,46.149338,6.591442
"947",2185343314,46.20456,6.82362
"950",2224082245,46.08006,7.31846
"952",33437520452,46.0313,8.01193
"953",6065938880,47.289476,9.329452
"954",9668931274,46.980008,8.253694
"956",5986387670,46.592777,7.908482
"957",13578805124,47.385524,7.318943
"958",3133232598,46.994831,8.396344
"961",8961600077,46.577166,9.624333
"963",6007773464,46.39856,10.127463
"964",2553268713,46.026021,8.909397
"966",49232735542,45.983409,7.783362
"970",35942674052,47.377061,8.53955
"971",3420954660,45.759349,6.985727
"972",2632480008,47.302017,8.641079
"974",9216457893,46.202833,7.031166
"975",2643051195,46.116115,9.599826
"976",27549997006,45.913944,9.154227
"977",6109733105,45.982925,7.783319
"982",4273136451,46.001254,7.750575
"983",2425495171,47.054379,8.313667
"986",8560441474,46.082537,6.721608
"987",2452146293,46.631344,8.074849
"992",2467478295,45.896191,8.526206
"996",2555190227,46.687035,7.851362
"1001",8583254776,46.929572,8.394411
"1002",2469280938,45.883234,6.899671
"1003",6036476976,46.87333,9.181969
"1004",8670496819,46.0735,7.318666
"1005",17098650046,46.532925,8.34515
"1006",13069827804,45.963444,9.47955
"1013",8590485674,45.9705,7.762
"1014",6025107757,46.611,9.18965
"1028",9627034845,46.181316,7.36908
"1029",36572491634,47.415191,10.283986
"1032",4415410480,46.692658,7.871934
"1033",32879009926,46.17958,6.809197
"1037",2696699696,47.021954,8.590688
"1039",2702624186,46.409075,10.019475
"1040",4519313665,45.898794,6.125858
"1041",11777223993,45.938333,7.73
"1045",6361310809,45.980308,9.264134
"1051",2547605812,46.025166,9.0545
"1052",7005440995,46.476408,7.66056
"1053",43903866720,45.921363,8.550024
"1054",14904320102,47.052,8.307799
"1060",2583529724,45.79226,6.715435
"1061",6266276206,45.905255,6.885144
"1064",2616495793,46.547594,7.9822
"1065",2602368430,46.737585,9.589058
"1070",2952080158,45.931997,6.882398
"1071",2597252869,46.141384,7.060395
"1072",4253160927,46.658796,8.671184
"1073",2711363461,47.464727,9.950309
"1074",6042545992,46.100575,7.976588
"1075",2607915939,46.583735,7.96271
"1079",17184142252,45.878483,6.865747
"1080",8652345196,45.888574,7.152271
"1087",2615109652,47.247659,9.340782
"1089",4205728995,47.802449,7.669701
"1090",6038438482,47.093496,9.9312
"1093",6074369256,46.251052,8.037397
"1100",2649886679,46.886074,9.875442
"1102",2660720808,46.612525,8.320491
"1107",2851876458,45.878999,6.886839
"1109",2649668950,46.153148,9.335782
"1110",6119678612,46.5665,7.9065
"1111",8683879856,46.091983,9.356768
"1117",6075500446,45.929662,7.969665
"1120",2685898251,46.023816,7.748177
"1125",6719234125,47.052916,8.490497
"1126",6226381874,45.796892,8.399382
"1127",2753044814,46.947244,7.451525
"1130",3443429203,46.747163,10.535491
"1132",3143983081,46.528442,10.453491
"1134",6076364955,46.413955,8.387546
"1139",6226720035,45.898013,6.126919
"1141",2675187784,46.497409,9.838964
"1143",2674672999,46.647152,8.5909
"1146",3484227674,46.458865,7.441821
"1150",6148444236,47.202013,10.517236
"1152",6070017328,45.908432,6.820341
"1153",2849650689,46.642416,8.6037
"1154",22697084048,46.401416,10.634282
"1155",2677303819,46.230748,6.053981
"1156",2833918324,46.47298,9.728028
"1157",13952609377,46.28953,7.563292
"1158",2893970928,47.750166,7.294063
"1159",25381677134,46.681015,9.675951
"1164",8081380220,46.813201,8.22395
"1166",7168649557,45.851252,9.526906
"1167",6151342750,45.878183,6.887441
"1170",6225716762,46.71025,6.193456
"1171",30441352598,46.664436,7.869515
"1173",3561020918,45.984263,6.926713
"1174",6249266366,46.27198,7.515158
"1175",14993081696,46.634114,7.999956
"1177",6375118869,45.871111,7.050358
"1181",6347468556,46.178097,8.795663
"1183",2744872984,46.148115,6.923697
"1186",2863203263,45.871733,6.464527
"1189",3140980740,46.020845,7.749309
"1190",2701919781,46.704051,7.677158
"1194",8263017559,47.372198,7.812051
"1195",2725876371,45.931531,6.917454
"1198",6588006127,47.17391,9.754496
"1199",6726940081,46.421776,8.41704
"1201",3113255085,46.487674,10.295176
"1202",25867337118,46.205029,9.03855
"1203",3170614995,45.81884,9.095381
"1204",6631002617,46.505378,6.628561
"1205",3219743621,46.238551,10.400297
"1206",3189561078,46.019406,7.744867
"1208",3213726560,46.430152,7.410911
"1210",3241594887,45.893402,7.647969
"1211",6204895755,46.437111,8.163625
"1214",9245929683,46.340454,8.294506
"1215",6594177271,46,8
"1217",3476037892,46.17,8.8
"1218",12910371024,45.740109,7.530055
"1220",3485932742,46.112833,8.691483
"1221",3458886593,45.820066,9.097023
"1222",6206627217,46.4285,9.212
"1223",6212296515,46.92731,9.07936
"1224",3040323297,46.439069,9.98286
"1225",3059598136,45.937974,6.737923
"1229",9241006716,46.5505,7.861
"1231",3065628553,46.15641,10.150938
"1232",3066827255,47.570148,7.592259
"1241",3187655662,47.349302,8.491938
"1242",6857618591,46.822264,10.524044
"1244",6308108107,45.924826,6.872677
"1245",3580496949,46.944637,8.279571
"1247",3104719478,46.176123,7.803339
"1248",4015667253,46.077516,6.629175
"1249",3167019524,46.381798,6.239397
"1252",6656988165,45.991773,7.756519
"1257",3144851426,46.68775,7.861168
"1258",3152641559,46.299626,7.406593
"1262",8549604458,45.804963,6.948969
"1265",45532615771,45.897291,8.506508
"1270",3260832580,46.511743,9.868898
"1271",6344892911,45.740678,10.479605
"1272",3160366981,45.79315,10.273654
"1274",9497631167,47.05011,8.310062
"1288",3182925094,46.982052,10.317711
"1297",3192413406,46.657389,6.972134
"1298",3196524127,46.831972,9.804825
"1299",3264318226,46.521083,9.904968
"1300",6347271225,46.427219,7.044911
"1301",6377680691,47.42285,9.76677
"1302",3212979233,47.148049,10.21471
"1305",31616880797,46.786216,9.681097
"1309",3230328355,45.907001,6.427538
"1310",3215008831,46.685129,7.857799
"1315",3275766075,46.206669,7.316047
"1317",3234618903,46.92228,8.274372
"1318",3243509497,45.917721,6.893234
"1319",6493357805,46.489041,6.752117
"1320",10091294335,47.201806,10.12404
"1321",3308812392,45.847859,7.815141
"1324",3244259146,46.69151,7.868533
"1327",5206887836,46.105635,7.921314
"1336",4749301059,46.137567,7.624576
"1337",3265543603,45.987838,9.260348
"1338",4283638227,46.548333,10.501333
"1340",24350973912,46.517443,10.126926
"1341",6593075309,46.205319,6.472835
"1345",3616600606,45.886953,10.192641
"1346",6559894573,45.758846,6.535379
"1347",3293969485,46.308373,7.468128
"1348",3285142849,47.072916,9.870027
"1350",6587401947,45.933327,7.709152
"1352",7538271818,46.136549,7.626399
"1361",3306402795,45.849593,9.387656
"1362",4300741696,45.996842,7.743816
"1364",3341619748,46.446841,10.626225
"1370",7167193259,45.889899,9.31823
"1371",38782691174,46.545609,9.885463
"1372",6626771075,45.878166,6.888166
"1373",3338422536,46.028667,6.4995
"1382",3695297111,45.947777,7.709444
"1383",6648076217,45.817001,10.075165
"1384",3341905693,46.845736,7.971353
"1385",6777431155,47.136183,10.280295
"1386",7261182696,46.10777,7.923663
"1388",40338583824,46.079184,6.712592
"1390",6740132437,47.242833,9.335666
"1391",3363517272,47.253052,10.150664
"1392",6719326701,46.343513,6.997241
"1393",6709424759,46.045155,9.359225
"1394",3619699361,46.259937,10.588009
"1395",3370270540,46.067752,6.934996
"1398",8635993793,46.497476,9.889583
"1400",6696595783,47.155141,9.312672
"1403",37562871632,46.224088,6.092305
"1404",3421309114,46.326763,7.203819
"1405",3390536585,46.945875,7.444481
"1406",3392121348,46.496697,9.845423
"1407",6757101619,46.226684,5.975779
"1408",14012999999,45.772002,9.557311
"1410",30124980511,45.945449,6.689621
"1412",4024707253,46.155786,9.804203
"1413",5751016460,46.806099,8.2265
"1414",6724995163,47.359166,10.1845
"1415",5617311243,47.120269,9.140994
"1428",3453429394,46.320022,9.803066
"1429",6265874969,45.954793,9.128973
"1435",9392706990,46.042452,9.61258
"1438",6221936033,46.444861,9.579479
"1439",6318042065,46.128459,7.681903
"1440",3473791276,46.993719,5.896621
"1441",3476392242,46.717386,8.214211
"1442",3481652026,47.139446,9.524663
"1443",3492897016,46.685423,7.847671
"1444",3504969609,45.846667,6.2145
"1445",3518508030,45.844018,6.211245
"1446",3594090575,46.021847,7.751013
"1449",6222679740,46.134901,9.065953
"1451",2845823899,45.984311,8.941583
"1452",2979872606,46.110797,8.845994
"1453",2824557550,45.948695,6.960568
"1454",9708361001,45.983041,7.782372
"1455",6997155142,46.786859,10.239193
"1456",30972505022,46.535216,10.154972
"1457",6213320655,46.655559,8.70932
"1458",2847924863,46.674868,7.999377
"1460",3554157511,47.273077,10.404208
"1463",2827907809,46.614941,7.941783
"1464",2884851715,45.79876,9.086766
"1470",14678762486,46.315241,8.679311
"1471",6743351223,46.432133,9.823311
"1472",3114591634,45.852156,9.386873
"1477",15561608259,45.859065,9.158531
"1479",6285191611,46.547063,7.984994
"1481",40382217402,46.19587,8.139796
"1482",14680433936,45.845008,6.933983
"1483",3140879290,46.005457,8.964822
"1484",5919584850,46.618134,7.93818
"1486",6938014659,46.750983,8.077032
"1487",45386735631,46.596758,7.962405
"1489",3017292386,46.348942,8.785318
"1491",2745706127,46.694115,8.356111
"1494",6376634541,47.063274,8.521077
"1495",2750027399,46.583465,7.080903
"1496",2789644524,46.013989,9.282996
"1501",5385710310,46.47227,8.719024
"1502",2756384895,46.478887,9.357916
"1503",6946718353,46.29297,7.881618
"1504",7794421394,46.621383,8.025169
"1508",9175555754,46.494736,7.674416
"1509",2855887594,45.88487,7.975044
"1510",17298955301,46.584788,7.960172
"1514",2769943025,46.153847,6.192373
"1515",9437518078,46.378933,7.628374
"1517",2821606394,46.926044,9.903852
"1520",6159999540,47.249814,9.336833
"1521",6179055488,45.992847,7.75629
"1522",26814493438,46.69089,7.870722
"1525",2791475073,45.935139,6.884211
"1526",3507770503,47.583759,10.571641
"1528",14903986551,45.863132,9.428747
"1532",9486203152,46.811761,9.849105
"1533",3111480241,45.836237,6.862045
"1534",2813541568,46.518831,7.845954
"1535",6226649709,46.013514,7.801142
"1537",6193307482,47.499727,10.608611
"1539",34536716816,47.410584,10.280498
"1540",6181725320,47.686524,7.507095
"1549",39492055670,47.161791,10.036544
