"","id","latitude","longitude"
"8097",28798663410,46.561522,6.072002
"8109",20226531053,46.309366,7.737894
"8114",43750866730,46.021436,8.04808
"8115",44786947241,46.008847,9.286852
"8125",20682805388,47.285277,10.050555
"8141",24966399288,46.587002,7.909397
"8143",49651048702,46.547558,7.985383
"8146",36839594304,45.814105,9.077344
"8147",37335136960,46.718548,8.212258
"8154",36663674493,47.144436,8.505675
"8158",14745423924,47.036449,9.003016
"8160",23507942778,46.023611,7.748611
"8163",37260696650,47.797905,7.783945
"8165",14360533122,46.309819,7.47863
"8166",13833952113,46.008425,9.597602
"8171",23787899778,45.890792,8.951432
"8172",37591859015,46.00775,9.288339
"8177",37915660316,46.679227,9.676147
"8189",43480642090,46.004444,6.973616
"8191",14089262705,46.338272,10.054822
"8200",38262778326,46.398072,9.777533
"8206",20571391533,46.156228,8.288798
"8210",28406140597,46.805141,8.666367
"8211",20573719469,46.023101,7.747571
"8213",29644006348,47.551577,7.950944
"8218",13966193590,45.911694,6.848027
"8219",31121831660,46.004652,6.954753
"8224",25091034355,46.600468,8.003906
"8227",16179353058,46.624894,8.030958
"8229",14216837701,46.222632,6.095255
"8231",37276343310,46.532813,7.664747
"8232",14347896469,46.232683,9.103183
"8234",20202885243,47.327949,8.647049
"8237",20649088879,46.834027,8.288683
"8240",20763843038,46.495241,7.696019
"8241",37740477112,47.283011,9.409172
"8246",14238069204,45.905489,6.839061
"8248",20052132772,45.970496,9.199633
"8249",14281127833,46.820787,8.40382
"8252",21393867715,46.129155,6.710347
"8259",14296049451,47.199686,9.323527
"8268",15398786473,46.547508,7.985191
"8270",14538165180,47.12315,9.129322
"8273",20352461023,45.931721,6.917556
"8275",20787754770,46.680802,7.863826
"8279",37199419230,46.662253,10.167481
"8281",45159783621,46.792361,9.648184
"8283",37074935543,46.434088,9.994066
"8284",20823416229,47.668608,9.945247
"8285",37349991024,46.319607,7.986824
"8287",14476216161,46.750347,9.947577
"8292",27935906960,45.935455,6.853722
"8294",36908760594,47.38449,9.88262
"8296",23647155908,46.427544,9.746142
"8300",14213778549,47.392936,10.420444
"8303",23720534498,46.551652,9.881097
"8305",14528966523,46.0028,7.754827
"8307",27781574272,45.87863,6.88748
"8308",14738043362,45.900386,6.886461
"8309",37394254160,46.702378,7.094657
"8310",14465169769,46.08246,7.509391
"8311",14209025980,47.049859,8.309091
"8315",14654988465,46.60486,7.923674
"8328",20822626023,45.759918,10.197576
"8329",50085305088,46.70718,7.912141
"8342",37609295942,47.441854,7.743301
"8343",38468427442,47.406685,10.291775
"8353",12530198895,46.1908,6.717677
"8355",24723290328,46.489499,7.689217
"8357",37600721792,46.427047,8.092636
"8364",26383947461,47.406136,10.280605
"8366",20468699643,47.350541,10.217544
"8368",50718558117,46.500025,7.733333
"8371",21030302386,47.1749,10.112833
"8372",23986575337,46.529867,10.45403
"8374",20824864959,46.587969,7.892616
"8375",50408314233,46.872555,8.762987
"8379",37814511532,46.024403,7.749352
"8384",37727894751,47.043932,8.280054
"8385",44674418581,45.96113,9.789347
"8388",21203301812,46.562774,7.974544
"8390",38355108121,46.706896,8.052678
"8396",26150535059,45.916769,9.387938
"8397",20552476389,47.055783,8.484391
"8398",38659162725,46.966596,8.672891
"8399",24000365628,47.465627,7.799198
"8405",45800151512,45.926466,7.70103
"8412",37501768244,47.760013,8.132097
"8418",15577750629,46.551807,9.885764
"8427",23854069378,47.422106,9.411935
"8428",37547138894,46.812734,9.319614
"8430",37577413604,45.899088,6.128997
"8435",38186171476,45.971466,7.721875
"8439",21241442672,46.901763,10.634647
"8441",46984158331,46.25963,10.584104
"8451",38504797971,46.504444,6.625833
"8452",46816838732,46.006664,7.714805
"8457",33027144688,46.582558,7.958554
"8458",12757445354,46.238333,6.858327
"8461",12185494854,47.128133,10.258955
"8463",23903399027,46.937418,6.719598
"8464",32828569548,45.837605,6.212253
"8467",37357857442,46.616641,8.554452
"8469",38631214685,47.542236,9.68088
"8474",12316336714,46.172321,6.775763
"8485",27803794779,47.373823,10.298202
"8504",12770249763,45.946203,10.070192
"8508",38071203821,45.846488,6.707763
"8509",14972489974,46.584069,7.082576
"8517",38041372766,47.586847,9.555705
"8520",26509039609,46.248442,8.023753
"8523",38054133826,45.82625,6.206588
"8524",38203318282,46.442313,9.774819
"8527",21559923128,45.982405,6.896976
"8532",43388386504,45.898947,6.123977
"8538",21657436530,45.9999,7.758605
"8544",14763697610,46.483966,10.263
"8547",33527777368,47.169191,9.480085
"8550",45794027195,47.369897,8.542275
"8552",22727546444,46.557322,7.835144
"8553",12853940265,47.37953,7.142316
"8555",22653565435,47.349713,8.491616
"8556",21698353409,45.999311,8.656322
"8558",40733258574,47.26388,10.338591
"8560",46383400662,47.561108,10.63608
"8571",22593281236,46.373705,10.032152
"8573",24786679128,47.150383,10.581041
"8580",46758273691,46.592686,7.907736
"8581",21907283629,46.452627,6.975481
"8589",38821820922,46.846102,10.118063
"8590",46649682652,47.283268,9.486018
"8603",47321305792,46.485555,7.285277
"8604",13184294905,46.096567,7.230377
"8610",22906835992,45.832697,6.86525
"8630",13253306364,45.946177,6.901786
"8631",22303024528,46.587233,7.981855
"8634",41976316395,46.195755,6.776075
"8636",13037577413,45.989944,7.760788
"8637",43414826232,46.617507,8.562812
"8649",39237033892,47.611573,7.512052
"8663",46931973681,46.257708,8.31915
"8666",50406796458,46.123563,7.936763
"8686",39510821382,46.621869,9.181029
"8690",38647602822,46.691966,7.683391
"8692",22254841644,46.010497,7.75938
"8696",13794706235,46.336735,9.647712
"8700",13036495873,46.640647,8.607736
"8705",22730916901,45.905016,6.152011
"8709",14528996970,46.495083,9.850047
"8713",22797796683,45.798139,8.410184
"8714",27038278269,45.949661,8.96428
"8715",38873558882,46.689202,7.183158
"8718",30859064666,46.036368,8.740074
"8719",23041600074,47.821727,6.844536
"8732",24247907272,46.74354,9.562783
"8733",23780621939,45.76402,8.260066
"8738",23166238375,46.01873,7.74808
"8740",14750943798,46.003665,8.95387
"8751",22722217525,47.455146,9.316588
"8766",29718834875,46.51,9.936944
"8774",22233626744,47.0167,8.65
"8776",22874699945,46.154736,7.085533
"8779",14795888465,46.062306,9.266007
"8795",38472923815,46.645759,7.652613
"8806",46607940414,47.482089,10.542551
"8823",14845172313,46.190516,6.778253
"8829",30297055161,45.761048,7.182043
"8833",25513490125,47.132347,8.621913
"8834",23561553073,46.503686,10.623008
"8841",15118175271,45.997968,7.720289
"8844",28987849388,45.965313,9.177553
"8847",23781601452,46.73115,9.610668
"8850",30561918610,46.209275,6.865606
"8851",22859086555,46.222202,8.864229
"8854",40876114925,47.251213,7.49495
"8856",50364146826,46.765152,9.9412
"8865",28161802279,45.800466,10.533077
"8873",38451727745,46.547453,7.757592
"8877",16385201780,46.442519,6.897836
"8878",14699786950,47.138068,10.159427
"8890",41737697012,45.899738,8.521677
"8891",38571612455,46.696639,7.880351
"8893",23544875273,45.885116,6.742258
"8906",23591030733,46.711388,7.966944
"8909",26491774637,47.083806,8.293948
"8910",24035107202,46.43895,9.198686
"8914",23872395140,45.829528,7.703593
"8917",40581599655,46.163626,8.496862
"8918",23857555349,46.113522,7.914325
"8921",24193175612,45.925692,6.867624
"8929",38002810611,47.421888,10.342426
"8939",40607618610,46.004455,8.953744
"8940",24993166484,46.006023,8.950915
"8942",42054055840,46.028111,9.098008
"8943",25465541170,46.17541,8.793311
"8945",25582636370,46.462261,10.37201
"8947",46873948604,46.907019,8.978233
"8948",45868536931,45.976834,8.946003
"8952",50204304378,46.577491,7.898849
"8953",25840418034,46.819211,9.850272
"8957",50572951563,47.442325,7.414419
"8967",50658243852,46.585482,7.911117
"8968",50659330348,45.92812,9.019002
"8973",33136130045,47.310702,9.876263
"8983",41052983892,47.256106,9.317371
"8985",31201889106,46.088769,7.568508
"8991",45198343382,47.543769,10.218455
"8994",24948002344,47.268767,7.551169
"8995",31512360291,45.749962,10.086382
"9001",50687411377,46.282697,6.042813
"9003",41051048570,45.821666,9.939722
"9008",40624919555,47.499764,9.635844
"9013",25455645060,46.938323,8.988254
"9017",41277927792,47.706905,9.92685
"9018",25433735500,45.933893,6.562077
"9023",18336278293,46.607094,7.91815
"9032",26735799272,45.88953,6.699825
"9038",25844511051,45.971802,6.822155
"9041",40600188944,46.96348,6.012514
"9044",25666873930,46.626005,10.283513
"9045",25960107071,45.92323,6.830655
"9047",25314380063,46.02138,7.103079
"9048",25333762804,46.431944,6.976166
"9051",30222863458,47.287094,9.484894
"9052",25959876902,46.53307,7.664637
"9056",26151387935,45.977188,6.871444
"9061",25802623600,47.053377,8.474238
"9062",14116148356,46.262241,8.826549
"9064",14905516017,46.489961,7.027758
"9067",30504648748,47.051725,8.295214
"9069",18684086155,46.401755,10.493255
"9073",33469987055,46.013803,7.80188
"9075",13986793994,45.819722,7.693111
"9076",14222525554,45.903989,6.13883
"9084",40883348965,46.259355,8.338494
"9085",26346705661,46.761712,8.659243
"9093",25811654084,47.574829,8.525447
"9108",13975460820,46.65745,8.054913
"9109",42435320754,45.938975,7.729725
"9110",42588770471,45.826077,6.218808
"9111",27130362101,46.010383,9.287213
"9116",15111697315,46.951286,7.460102
"9123",26729399786,46.730961,8.427347
"9132",14263189183,45.898498,6.127758
"9147",14264131351,46.508202,6.561809
"9155",14341130333,47.076613,10.378697
"9158",16035411519,46.529344,8.579636
"9165",25705535564,45.801041,10.403237
"9167",14300988736,46.398761,7.093002
"9168",29620432088,46.001541,8.739742
"9172",43299061735,47.056844,8.485475
"9189",16895833681,47.03061,8.806496
"9194",25228683064,45.969697,6.451747
"9197",28948071037,47.009434,8.482743
"9208",16257329758,46.108847,10.016252
"9209",16538376011,47.154674,9.312618
"9212",26301338746,47.16906,8.513824
"9216",40342212653,46.189999,8.781981
"9220",16605352132,45.91523,6.894332
"9235",24541822384,45.983158,7.784361
"9236",17486524089,45.974513,10.088791
"9237",24783422979,47.098332,9.86424
"9246",45474938072,47.050863,9.759458
"9247",16720394440,46.466903,10.378934
"9256",24602447574,45.977705,10.32375
"9262",25334777025,46.977822,7.528585
"9265",22938588179,46.372258,6.999044
"9272",28881308066,46.686613,7.852116
"9277",43161635062,46.898636,6.786594
"9280",25395971046,46.418602,6.951139
"9289",42754303284,47.054077,8.312069
"9295",38069032434,45.8289,6.206996
"9298",16398096184,47.175269,10.172938
"9299",16904538935,46.150126,6.68665
"9306",37378406516,46.807014,10.540158
"9311",24686396409,46.45013,7.177922
"9317",25843405681,45.981933,9.221885
"9319",25508061534,47.348477,8.492882
"9320",25917016246,46.473881,9.18015
"9326",43230487572,46.207472,9.47309
"9337",16533482784,45.925341,7.61964
"9339",17065444310,45.998213,9.957991
"9350",25800423153,45.861111,6.241666
"9352",19485925303,46.246733,8.024613
"9353",29972155252,46.003028,8.951239
"9367",39307390640,46.089722,7.963611
"9368",20073454400,46.436378,6.908211
"9370",19084915190,46.001083,8.949812
"9371",17007018483,45.852369,6.937869
"9372",28942211346,47.400791,10.276136
"9373",27829404464,45.9167,6.86667
"9375",46490570192,46.275038,6.484902
"9377",15342445349,46.775553,8.268671
"9381",28077778570,45.901059,6.801116
"9383",15424420319,45.886946,9.796843
"9391",27452194677,45.77733,6.232883
"9393",30270057486,46.787682,8.041552
"9396",16758168350,46.733,8.207151
"9398",28917170492,46.326349,7.458922
"9415",42589382344,45.94909,5.954396
"9432",15498451232,46.701925,8.598233
"9436",47430244162,46.819738,9.51428
"9445",15497198061,46.498333,7.726944
"9450",28278163152,46.070059,9.753595
"9454",15591425196,46.663127,8.048786
"9464",29983305541,46.705002,8.596038
"9469",27341972978,47.049583,8.300108
"9472",26477210137,47.453069,8.560851
"9474",28618132192,45.852132,7.644308
"9478",30702877540,46.140623,8.685014
"9479",24313258978,47.218,9.931347
"9484",14955444773,46.65191,7.911014
"9486",40341218115,45.931822,8.572887
"9487",15099620703,46.137275,7.567577
"9490",15658367526,46.668272,8.023883
"9492",15434811608,46.521674,9.902111
"9493",19085364603,47.05344,8.309376
"9501",28545941945,46.998272,9.857833
"9503",28112134703,46.800091,9.572051
"9505",28568615325,45.937394,7.633986
"9509",28608984543,45.887783,6.622941
"9514",29027506625,46.758797,8.133015
"9521",19844181493,46.257747,6.888083
"9536",15500009160,46.708661,6.410511
"9537",15656521480,47.83498,8.019438
"9541",15688619355,45.982226,6.825883
"9552",28485914863,45.800291,10.417763
"9559",20250230649,46.481533,6.777813
"9562",15712578062,46.445841,6.979365
"9570",15113199833,46.024189,7.748322
"9574",31958255943,46.2573,8.838726
"9575",28880846706,46.796886,10.297558
"9590",47804689622,46.059638,9.549458
"9591",29070394066,46.279135,7.216815
"9592",28984705582,45.987025,6.888813
"9594",16774693143,45.899312,6.132506
"9599",42490980154,46.328055,10.328888
"9608",15217738560,45.886445,6.775925
"9613",19496989333,47.399351,9.755601
"9625",42949520311,46.810786,10.53778
"9629",29111352475,46.166802,6.650883
"9630",42263598364,45.897633,6.124986
"9648",22864482266,45.987003,6.908812
"9660",14642330085,46.211297,6.791233
"9662",29020966235,46.983588,10.314138
"9666",14409904107,45.994583,7.754622
"9669",25023742778,47.369794,7.810925
"9671",28312755504,46.076252,10.546746
"9678",14650039061,46.741386,9.969097
"9681",28683026476,46.586722,7.960386
"9682",28741829790,45.974239,6.888974
"9686",35150041223,46.022781,8.681087
"9688",20186015378,45.960464,6.886711
"9699",44141449885,45.985563,6.912994
"9703",28110466447,46.702268,7.651516
"9711",39720140753,47.242508,9.365558
"9715",28962941515,45.943884,7.631516
"9716",43291598572,46.570475,7.912366
"9719",50214730976,46.022285,7.749835
"9730",15178316146,46.602383,8.056626
"9733",24118525602,46.593581,7.907066
"9738",14515084869,46.809209,8.664404
"9743",29880132224,45.821744,7.450955
"9753",43156090701,45.853019,9.465516
"9758",29038574050,47.401427,10.431655
"9763",29047516602,45.84575,7.288105
"9764",29070648215,47.65,9.316666
"9773",28119272137,46.490481,7.668339
"9775",14524782157,46.010599,9.282932
"9785",45710271581,45.788472,8.374269
"9794",31156641235,47.228858,9.351114
"9796",24249827626,46.340336,9.544647
"9809",30797945713,46.688847,7.89772
"9810",44573735202,46.659444,8.053333
"9820",33577116300,45.759511,9.716742
"9821",32084434820,47.38293,7.892386
"9822",32128084745,46.103158,7.245665
"9828",30693498215,46.719622,6.357588
"9835",28655617778,46.492113,9.169744
"9836",42782541220,46.852405,9.52925
"9846",42749618991,46.548572,7.891908
"9850",27714980717,46.634444,6.035833
"9857",42663091412,46.045856,9.819953
"9861",46705182371,46.720828,8.200907
"9867",43848157255,46.055555,6.956666
"9874",50705472526,45.966994,7.202488
"9881",31639076216,46.148422,7.356741
"9887",28852176060,46.860505,8.185991
"9888",30108061414,46.8667,8.65
"9891",17013847245,45.873097,8.737136
"9895",28904824998,47.460166,7.85825
"9897",16934374130,46.254152,10.128108
"9898",20691059980,46.061813,10.049111
"9904",45013012941,46.312936,7.46605
"9905",30723988110,46.589216,7.960764
"9910",31244234586,46.700399,9.386626
"9911",45865888745,47.703311,10.283151
"9914",20513964966,47.029227,9.431363
"9915",37359844951,47.63921,6.196913
"9919",43694267710,46.932658,8.613108
"9925",31304026811,47.353187,8.551933
"9926",48827697046,46.222751,7.319684
"9931",31931012071,45.857708,7.847416
"9932",37099406953,47.191394,8.904938
"9933",37311685155,45.844291,7.014061
"9942",35310671551,47.214322,8.602755
"9943",30920221263,46.474007,6.778349
"9962",48085395196,47.249479,9.344558
"9964",18120568155,46.584722,7.961111
"9967",36577420214,46.214091,6.166602
"9971",31471402234,45.93199,6.917695
"9975",44974141921,46.500601,6.083164
"9977",37259135036,46.013333,7.745555
"9979",17828369464,45.850744,9.351081
"9982",32030948495,45.970336,9.502683
"9997",27950260562,46.006023,8.950915
"10006",37380319662,47.807519,7.77243
"10015",29497753848,47.037617,8.619697
"10022",28949108836,46.50238,8.719174
"10026",42425926875,46.787403,7.587347
"10030",43562501530,46.711916,7.968166
"10032",19836986403,46.076597,6.680363
"10041",26071564897,45.905858,9.495375
"10055",43529424880,45.833397,6.217541
"10059",42402813785,47.389455,10.293786
"10079",16327978283,46.267032,6.841306
"10082",16095874437,46.162774,6.189286
"10083",16127907759,46.018886,7.748133
"10094",44708566655,46.735775,9.94173
"10102",50359487688,46.458592,6.842958
"10131",28078577555,45.822689,6.72661
"10139",46789923654,45.745359,6.538856
"10144",16231886850,45.943788,6.900455
"10146",21091566499,45.945111,7.708555
"10147",28091233946,47.799722,7.867884
"10153",16434003010,46.004382,10.326283
"10158",16269250979,46.666555,8.714863
"10164",16275177739,46.630038,9.74692
"10181",42739445975,46.624725,8.034177
"10192",25166997225,47.140241,9.524567
"10193",50069348701,47.095208,9.408405
"10208",31050129067,46.012931,7.810882
"10213",33189859208,45.832972,7.742636
"10217",28592617072,45.970026,6.113891
"10218",17107628457,46.157275,6.657413
"10230",46890656121,46.899953,7.433989
"10234",46150829095,47.226705,8.812677
"10237",33237968848,47.548196,9.787005
"10238",46763464325,46.518519,9.860358
"10239",47274555822,46.492561,7.266758
"10242",44477474465,47.346653,7.15785
"10245",19370714392,46.559681,7.893396
"10283",50295436392,46.207888,7.87032
"10287",46212283362,47.820603,7.833337
"10289",49926072553,46.288077,6.583814
"10305",27987786914,45.94263,7.632236
"10310",50317806351,45.914344,7.676825
"10311",50418065847,45.907718,6.818969
"10312",30933303587,46.075537,6.72698
"10313",28800855138,47.051319,8.30944
"10330",18815749774,45.87355,6.778438
"10349",39714198270,45.997624,7.230924
"10359",41066806510,45.791302,6.96943
"10360",18829873648,46.515827,8.679586
"10361",29595145403,47.045433,8.120822
"10364",39813469925,46.414258,6.92725
"10369",19480989000,46.409635,7.127745
"10373",30533272934,46.379223,6.711251
"10377",21882379909,46.505555,9.7925
"10383",40098026393,46.8425,8.4125
"10384",46599926455,46.774602,6.353388
"10386",46186189355,46.115182,6.720346
"10392",44086957202,46.664296,8.046476
"10403",19106169778,45.923117,9.216477
"10404",30487874445,46.516897,6.459585
"10410",43659803471,47.249169,10.313344
"10412",19259849933,46.708683,8.605105
"10414",28390938103,46.531566,10.456777
"10421",39477245094,47.658334,8.858917
"10424",37988078942,45.830772,9.372088
"10425",38085770222,46.916858,8.983213
"10431",33160931798,46.476408,6.774636
"10432",46205608851,46.381188,7.991051
"10442",38147914751,46.453055,6.896944
"10450",45936883672,47.366583,8.542333
"10454",19527974868,47.288991,10.400597
"10457",22238401601,47.12853,8.772409
"10463",43177305684,47.612877,7.583155
"10466",24570772210,46.250616,7.629269
"10469",45691940725,46.000494,6.494593
"10471",42609483095,46.802377,6.707458
"10481",44188674452,46.944007,7.71326
"10485",19950776849,45.812861,6.96173
"10499",22227537111,46.686062,7.856145
"10510",44572187124,46.548782,7.986266
"10512",43586878972,45.930595,6.920807
"10523",43897641150,46.000008,8.947308
"10554",21701320029,45.811047,6.680116
"10560",42864326285,47.422086,10.341011
"10566",42827134745,46.093222,9.289197
"10570",41381473811,46.323916,6.190988
"10593",38932968432,47.644872,6.941622
"10601",26751200060,46.010763,9.286133
"10603",40270463821,47.048659,8.312959
"10607",27487979339,45.858727,6.6625
"10608",29660673247,46.362707,8.94069
"10610",42348780105,47.061016,10.617136
"10611",42534987474,46.624544,8.032561
"10616",36831416782,47.268388,9.404775
"10617",36646551474,47.408897,10.348305
"10620",29224812286,46.624743,8.042539
"10625",49261171233,46.532547,7.810586
"10629",37022162136,46.584829,7.083864
"10634",42856857210,46.575219,7.980088
"10639",46986185082,46.106111,7.927777
"10641",35736672343,46.413807,7.722916
"10648",37005349264,45.825916,6.692911
"10649",30626831878,46.496388,7.713611
"10651",36643679383,45.884788,8.534461
"10652",37277711366,46.61115,7.27798
"10673",23705705405,46.290822,10.078219
"10678",36782147575,45.996484,6.452858
"10681",23405340140,46.1,7.21667
"10684",50331001797,47.794166,7.839722
"10687",36028674923,45.881211,8.454116
"10692",36855179194,45.965636,9.201775
"10697",36361762610,45.868302,7.166647
"10698",39337815512,46.188476,7.297056
"10707",39406740582,46.272149,9.108223
"10713",23879816639,45.808902,9.488668
"10719",21141291609,46.431712,8.852298
"10730",25305158577,47.369877,10.551566
"10733",36446848050,46.49963,10.30618
"10750",39523957882,45.970744,6.524652
"10752",33094304008,47.15285,9.821187
"10763",44666817412,46.50985,7.733013
"10768",36811504626,46.490504,9.896643
"10770",26781568887,46.677967,7.816965
"10776",42256292791,45.770761,6.69063
"10777",36807865806,46.010833,9.289722
"10778",23915868486,47.071194,9.613516
"10791",37374255335,46.41536,6.927695
"10795",20542313215,47.088197,9.585678
"10796",36275999844,45.911354,8.637335
"10801",36528166103,45.877458,7.736325
"10802",20624516049,46.338887,7.215549
"10804",36967727152,46.175599,7.470273
"10808",38447182932,47.168994,8.513964
"10811",32078560661,46.802047,7.150447
"10812",24832061888,46.773877,10.199979
"10814",31432957827,45.81148,9.086378
"10817",39683944473,45.859794,7.812291
"10821",30912839340,45.932222,7.644166
"10823",26411308189,47.258286,9.390544
"10825",24099436337,46.021127,9.242388
"10826",37401536475,46.045758,7.895325
"10827",37993302064,46.522596,6.635291
"10831",37378711531,46.532676,10.480302
"10832",23826542538,47.528278,10.192093
"10833",42808958645,45.99064,9.237077
"10841",41449072040,45.838108,6.21398
"10842",23473414538,45.747604,6.507521
"10848",44932812881,47.286602,9.429919
"10871",28278936517,46.383841,10.630474
"10877",36568777494,46.018947,9.23723
"10883",27580084358,47.822627,6.845458
"10884",37269050680,46.402237,6.600605
"10894",37549249092,47.325277,10.109722
"10895",37398273702,46.771944,9.833055
"10907",28121227845,45.986893,9.260849
"10909",40823771274,46.977819,8.587334
"10920",43383068680,46.589627,10.170827
"10926",41066869484,46.750636,8.437477
"10932",25421242468,47.675285,9.508924
"10934",38429338574,45.776944,6.8675
"10940",29804264157,47.350955,8.559761
"10941",28318141835,46.30839,7.46762
"10966",31760551067,46.173877,6.784183
"10968",37411132486,46.572041,10.106735
"10969",37918296546,47.404286,10.268622
"10989",27130810467,47.790397,6.355805
"11000",26335779267,46.68363,7.783166
"11001",36868764634,45.98315,7.782313
"11010",37559824142,46.431666,6.978611
"11013",37748641306,46.145836,7.912633
"11019",34182693966,46.543616,10.434544
"11020",26881921429,45.856677,9.097852
"11022",37452362021,47.249497,9.342433
"11029",43381447201,47.031568,8.430376
"11041",28358365556,46.400432,8.881974
"11045",29122117098,47.476616,10.354194
"11062",28970425563,47.175843,10.14362
"11070",36921582694,46.955486,6.700658
"11084",43897361955,46.6375,7.330277
"11085",43027833364,47.412836,10.262825
"11090",20980582216,46.806052,8.665959
"11097",45630666881,46.192677,9.022624
"11103",38775226664,46.869243,9.880762
"11107",28237082183,46.058417,7.86797
"11112",40764884842,46.406676,6.930345
"11127",50774963387,45.876969,8.59685
"11131",50505442433,46.139641,7.016669
"11137",23796106445,47.410069,9.536154
"11140",26342422487,45.788641,8.374827
"11142",27840206684,47.384708,8.574153
"11150",32479926140,46.7329,8.413397
"11159",41285876922,46.132855,8.736555
"11171",41309243961,46.939621,8.998478
"11174",22176501518,45.807892,6.101982
"11185",46682895274,45.997908,9.187091
"11188",46450819062,45.969679,8.404573
"11191",46716563945,45.990161,8.951698
"11193",28651280976,46.035079,9.218366
"11194",24101142713,45.861653,7.61095
"11196",28357229624,45.905,6.854166
"11198",20824639170,45.944506,9.468034
"11204",50398699241,46.436072,9.358227
"11210",46611426401,45.924452,6.875163
"11225",42065545745,47.642869,8.906502
"11231",39219293991,45.951571,8.944513
"11235",46750346842,46.917072,8.70773
"11245",30609138526,46.168004,9.089888
"11247",37978158792,46.393888,9.693888
"11251",45363126971,45.986752,9.260475
"11259",50380297131,45.862319,6.19938
"11267",21882011372,45.87938,6.887421
"11270",28523356545,46.135183,9.52694
"11285",50618592507,45.818219,6.979933
"11288",31047157043,45.89931,6.132484
"11293",32619478058,46.235983,7.365086
"11297",50061819573,46.488616,9.171736
"11299",45557995185,46.497957,6.918575
"11306",31575884027,45.971091,7.719877
"11310",42928395134,46.371865,6.327867
"11338",22449137354,46.996763,8.525218
"11339",21931103449,47.349525,8.491349
"11342",22063348520,46.449055,7.441716
"11346",38222126654,47.4783,10.6422
"11347",27235558749,46.022296,7.747217
"11357",44125177165,46.782955,9.955958
"11361",50775926511,46.800036,10.588911
"11376",38580282454,45.920885,6.601409
"11380",38568131565,47.337363,10.201616
"11385",28309497324,46.213805,7.075794
"11390",42777122565,46.855349,7.799957
"11397",43710106432,46.481919,10.538241
"11403",21822077454,46.539954,10.136913
"11404",27622952037,46.547502,7.985155
"11407",38164592584,45.782429,9.203431
"11409",38850681621,47.124591,8.525983
"11414",27252601882,45.991069,7.707594
"11416",22203614703,45.932587,7.0841
"11421",42255069095,47.065196,9.500448
"11423",39539728870,45.810109,9.267868
"11425",25667491480,46.179605,6.770697
"11444",40659399025,46.020766,7.745555
"11446",26129139271,46.015405,6.919627
"11454",29116597656,46.625612,9.752511
"11456",27762579568,47.13763,9.156386
"11460",33996364828,47.051864,8.298186
"11463",22578577719,46.591416,7.482219
"11472",43247508520,47.153086,9.304361
"11475",22749908630,46.49848,9.838567
"11476",22979976412,45.892338,7.913863
"11479",24499330127,47.479015,10.277473
"11488",31500203578,47.12285,9.541658
"11491",22350081214,46.979154,8.255871
"11501",22619591118,46.016425,7.743466
"11503",40095225095,45.8979,6.125847
"11504",42823184504,45.922901,6.873439
"11505",20258807482,45.831511,8.09159
"11516",44960698332,46.585397,7.960935
"11532",35883500553,46.236944,10.581944
"11538",37089759264,45.913116,9.318638
"11545",40067188771,46.584313,7.083982
"11554",24507300997,46.547261,7.018311
"11564",39500700211,46.599813,9.959305
"11565",26364924828,46.027586,7.756165
"11569",38533934980,45.984444,6.914444
"11570",37605110864,47.052736,8.315985
"11580",44712788591,46.699441,7.853761
"11585",50509767151,46.224829,8.018699
"11590",30712270875,45.897051,6.643081
"11592",25371315795,46.28918,6.7762
"11593",24230448056,46.601963,9.95898
"11596",30387674376,45.964191,8.682383
"11599",38999287210,46.482472,6.759775
"11614",37275662392,46.09458,7.070941
"11617",43825005005,45.999813,7.043944
"11618",40811410270,47.437972,8.73589
"11624",44350086662,47.435277,8.880277
"11631",30109846214,45.810369,6.964686
"11633",30744943848,47.616708,10.179798
"11635",36447130753,45.836111,9.395555
"11639",31099010978,45.988155,9.260186
"11641",26997881718,45.950793,7.704827
"11649",26034598677,46.431911,9.996172
"11652",50660091033,47.252308,7.503941
"11653",24997063248,46.413688,7.771239
"11654",44424924434,45.798172,8.4056
"11657",24574977343,47.348077,10.215729
"11660",30864840255,46.667738,7.85675
"11664",36397179733,46.830662,9.320118
"11667",42477117944,47.261269,8.599486
"11673",30202683747,46.909677,8.341116
"11679",46988153662,47.45228,8.546397
"11685",36986902224,47.565336,8.511436
"11691",44688276834,46.437211,9.777683
"11693",36905160213,46.004958,9.234577
"11708",43461426641,46.022972,6.965238
"11712",23572903988,46.641636,10.287945
"11726",46465663304,45.803315,8.777518
"11734",29553714951,46.409855,8.152345
"11735",43161735150,45.772986,8.568263
"11736",44771447880,45.950814,9.210845
"11737",26191158920,47.171461,9.473128
"11766",26777295147,47.324669,7.301019
"11774",40600337424,47.541389,6.154468
"11787",26203749820,47.143055,10.213888
"11790",45237290422,46.732813,7.916911
"11795",27305990917,47.451605,8.547685
"11796",26560665414,46.168949,6.648
"11797",26732476835,46.3475,6.185555
"11800",42218941552,46.7046,10.526097
"11801",42928123931,45.756897,8.561063
"11803",32387154697,47.576227,9.849344
"11807",26822778476,47.143106,9.362958
"11828",29789025228,46.477355,8.387161
"11831",28504225303,45.829311,6.264988
"11835",24682212614,46.740132,7.392768
"11855",50376366472,47.529901,10.049679
"11877",43161316052,45.93105,6.917708
"11878",43189506742,46.053138,10.513852
"11887",30419100458,46.065277,6.008888
"11903",44867108164,46.47437,6.91083
"11913",46387591332,46.947186,7.556179
