"longitude","latitude"
2539863.04044688,1150851.35197442
2494165.16641488,1096462.46342602
2662726.34785098,1217129.47510157
2553680.62838856,1119643.77893924
2662044.0458957,1203549.02118397
2538629.65374298,1148514.69476227
2610390.89754066,1109803.92796495
2505617.79962306,1133310.19053249
2600253.35344245,1202907.53008489
2587851.23932809,1121147.06420613
2511414.91818596,1166890.34688713
2596086.6940142,1102689.87233585
2720074.56728518,1096291.17394162
2702783.48314315,1112646.30545103
2635396.20256566,1101737.53387051
2654721.55503306,1199129.14978223
2673242.95457732,1212657.72108965
2717358.64779862,1135238.02966711
2637881.93222155,1162888.3243668
2599895.24010204,1238305.08645261
2713610.32516607,1098807.38676544
2607170.49835331,1132122.83967632
2727058.95100449,1280795.29488919
2655013.07944066,1179869.65244775
2648798.09399783,1163356.57413231
2685173.91895668,1148590.32024093
2501133.81895593,1117544.56424286
2777541.66878928,1198590.1828372
2598894.26717911,1119526.76343027
2502196.31702298,1146304.24548256
2554341.59990397,1189194.68751585
2585429.98388429,1116761.21345604
2600764.68622609,1233995.04922459
2702817.97497129,1112195.60026141
2626375.24964266,1092564.48412572
2777485.88532382,1144386.66057933
2688134.10902809,1243049.04365264
2567705.08759911,1155071.27885768
2508266.38355246,1148974.05817554
2691095.31251443,1096238.59768291
2514289.86614152,1167145.02363337
2677869.74182896,1145806.09242114
2552686.67889068,1187852.41952014
2811133.73882738,1172065.53859701
2666157.41679474,1211382.04407964
2774204.05830089,1142156.91652367
2690114.92653437,1283429.51210174
2789132.42964451,1152045.28026822
2611814.15499294,1268457.7603509
2585423.05250936,1127189.80353827
2584145.60738071,1126019.42258404
2533157.17664027,1152557.46414255
2612168.30880146,1233611.9121536
2620200.44819904,1173437.92566564
2641936.89133552,1155286.52400407
2693153.53675583,1146766.91210833
2783610.05240101,1221518.38332467
2553924.91870593,1119974.55369492
2614720.43851955,1178642.55897669
2764481.45346925,1185762.86414081
2538537.07821763,1154356.07409812
2819931.28833864,1168826.67209901
2500721.58233662,1118467.64389487
2538664.35992002,1150863.84967596
2735476.67481237,1178146.95105832
2559297.98100021,1142408.59241662
2713838.72846675,1097070.90106162
2676764.13820351,1245132.88313541
2683528.11265092,1246759.26584536
2748457.46978949,1236994.59351626
2608709.11532247,1113970.99826225
2558546.38101976,1146434.57764549
2662004.75149359,1204420.03219284
2501599.57153131,1118238.59764529
2638548.04633122,1162547.26358061
2504074.28602608,1130188.3095806
2500703.51934994,1119173.32159617
2783999.30847587,1151641.68745629
2683380.27831726,1246788.62935523
2803181.94907074,1175449.63966059
2592129.99797447,1120161.67414151
2592029.74516809,1120143.07950831
2490495.710754,1115109.24421257
2641979.17839307,1165152.79173737
2595010.92593726,1207002.52750753
2495996.36372565,1117992.83331932
2628783.09134474,1135162.30835676
2584331.48526546,1219546.50955437
2657728.06222829,1143011.76514934
2665946.78138891,1211517.2737578
2501015.25193896,1118188.24509041
2559738.96461811,1146979.51801469
2559182.43429637,1146896.00169938
2682911.53480045,1245510.53110753
2500998.71538562,1118138.27473413
2620920.89105944,1149821.19825527
2744172.99409397,1234915.19027225
2789076.6450445,1183354.25105888
2581852.07220881,1117833.85381074
2566411.70406685,1132238.97598079
2566394.02379739,1132225.5257838
2500517.14563263,1117879.29009372
2675200.27572092,1180411.33167631
2565622.89963678,1129961.92625735
2538122.37704882,1152357.99588011
2709253.04093569,1113634.37310498
2557205.33176276,1146791.00425916
2619066.98682051,1170992.57678383
2575286.49656047,1161798.83585652
2600063.33554201,1202149.17610921
2499920.92118979,1114864.42349848
2739283.11973862,1204481.11952012
2787947.91256759,1164066.15387682
2524486.31723947,1167122.69720883
2500662.00776712,1117969.78031866
2554385.70890888,1188880.19758688
2557079.84201409,1147137.420102
2558325.76600101,1146849.4524904
2558407.2775769,1146627.67372175
2625261.55408653,1172829.81712308
2767918.11167425,1155853.29211609
2661070.72863333,1202851.79083956
2784083.64065499,1153065.38430104
2498672.71738526,1117725.39578828
2622918.62239177,1261219.31641598
2497477.01965291,1142270.74540548
2718016.08404313,1097726.31304736
2749517.54924105,1238956.12009214
2650918.89151813,1140672.84275832
2723062.65308081,1113657.04639674
2560273.81666764,1147203.16774067
2682719.17095961,1263820.86923935
2717828.64224052,1095845.26735907
2720714.12087181,1095961.37523652
2538931.19541805,1152319.15729077
2537990.83681976,1153107.25662412
2618713.71355696,1257496.99578176
2614606.91727948,1175583.10189721
2719096.57241813,1163481.09371744
2652599.59265646,1117565.86985679
2510943.58836038,1122290.91910055
2627696.47158334,1235094.54284877
2500466.36834694,1117355.01934542
2611487.48054555,1267731.87546698
2718369.24419924,1094578.83743491
2625881.81015771,1095983.89115911
2557704.70149794,1146282.46280238
2599722.54975892,1199299.14215749
2620569.11653726,1183112.81538064
2662148.58766339,1203516.13735185
2498155.37492311,1117274.93569497
2693033.49589843,1232088.84298799
2705430.36254844,1112909.74302845
2500429.55080643,1117828.14280924
2710571.92239892,1139658.24201898
2645528.29872344,1121883.2812729
2575398.49769849,1201406.85854683
2658980.71529575,1272221.97305683
2533958.17541147,1152087.49644926
2550278.653457,1185908.42049427
2700887.33784319,1112403.11231146
2749572.70751872,1223666.37941508
2719830.95274595,1164301.27862423
2740282.40400416,1182795.30226511
2492420.83365417,1118659.30460403
2708440.7323122,1123194.48081719
2592287.39082441,1246818.97283609
2500045.62830905,1117848.00467114
2501293.04295,1118911.09175578
2670087.53343084,1242626.83650327
2668035.67879532,1203317.33823862
2683514.40059188,1246788.86244747
2575628.73260118,1130500.77071124
2615655.17918436,1263410.31557844
2539225.43915925,1163445.99782352
2600726.72707593,1192012.36944403
2560062.83274787,1200199.82444458
2728990.97965867,1121917.7419811
2718329.76392311,1108765.19216014
2798660.73413943,1143201.64116938
2547312.57039358,1193180.83436848
2689847.57174251,1263975.23483492
2595111.52045646,1189712.67611945
2694453.21079449,1283386.25271862
2607901.62462437,1125636.42770635
2588591.13572152,1113727.51997699
2710944.92279021,1115327.94039724
2751346.60548925,1255193.14998496
2781537.58882186,1147569.89261791
2558440.90849821,1226629.06610876
2666110.04698992,1211629.9646446
2500709.5390092,1118439.29213181
2534013.09174573,1152638.86299329
2665996.27912355,1211559.92828804
2500236.09616099,1117995.74525595
2500858.43355896,1117795.37523986
2672764.79162214,1158854.35759381
2612733.49588638,1259605.67940738
2681961.72287142,1254675.31631889
2754694.44679423,1149981.37424958
2722384.65967183,1116255.58392745
2593172.46557939,1246288.96895788
2704500.63450175,1114048.07338442
2500702.38805474,1119310.48681171
2500781.19230812,1118735.15198476
2709815.83636041,1112321.673094
2632505.78878554,1170508.85758297
2665766.02745713,1211451.81145002
2591855.87470151,1121265.77911288
2685311.71034735,1129071.26998281
2508110.93859405,1137543.13211628
2660201.68562093,1185528.29228489
2710223.8217567,1112221.37414913
2699501.43499641,1259648.4707411
2717440.11905005,1099670.98120382
2537760.85154702,1150763.75649683
2494772.31677789,1112361.26066462
2533797.6814661,1151916.38951426
2682510.02996371,1249162.16662301
2531207.49363586,1154161.76750995
2665417.26481329,1251909.30678306
2503690.30598192,1145651.67744575
2675579.91484382,1175991.92101663
2717736.45932899,1095759.29568581
2636997.7858314,1161688.39518531
2764650.29168396,1269247.77022288
2665728.8199471,1211839.14150288
2748468.04832746,1237100.54991617
2809367.14965826,1164369.36495353
2490264.03668487,1115539.81810134
2679336.30519679,1268432.17028922
2664710.70080751,1164677.58724728
2789024.88815544,1151716.38110726
2781677.04148489,1185806.49382631
2645306.34207195,1188070.39862855
2500434.99470615,1117846.21263995
2571462.41633109,1124971.49781782
2570405.08835405,1202653.18044283
2555961.23848593,1136740.4073549
2630381.8169248,1156285.62029269
2560948.74384383,1140007.06328849
2589651.1186118,1194960.15077789
2684612.16545094,1215368.03115507
2673887.95205051,1250377.04747653
2666216.26692083,1211604.80233851
2567260.58525486,1134881.41269526
2613575.62923539,1264726.6802781
2568115.90330403,1175283.38602402
2525567.38677997,1172389.31399128
2666180.64124427,1211735.83708072
2672547.16731909,1250951.84730102
2706130.84314541,1280071.62277357
2784838.55345984,1153589.74205021
2635768.36291233,1104680.398355
2498393.95710828,1117155.03163158
2603680.94887511,1128983.13857894
2717078.98602301,1095510.53228435
2705366.17990989,1112812.73745855
2502200.82349087,1131086.11328635
2577235.99520742,1147427.39664968
2603442.259858,1257156.68750169
2728526.57959987,1268094.41379365
2767773.16354911,1250569.90769222
2507708.09363486,1120977.5739344
2498500.07294554,1127686.76836637
2751853.97889437,1229784.92374154
2612478.01385654,1262547.9477394
2760685.06420897,1203976.89541426
2621356.2583175,1264763.13314272
2500465.51598893,1117850.34262286
2622902.24357539,1095441.60335818
2630095.58013205,1169053.834476
2591377.82737167,1182442.49779672
2499878.84991418,1117058.60162444
2507401.55984084,1137392.85484888
2718865.51137148,1101917.90778282
2683323.02429663,1246743.91564505
2573144.06458779,1108684.76654591
2685265.38668896,1245824.84240104
2784848.65460293,1152742.54679473
2499625.7238433,1120078.94620837
2709370.33977117,1111630.28948175
2668078.11838357,1206114.40130413
2744376.10719331,1157548.86049029
2602602.83508536,1249123.37527122
2542426.51896967,1158143.06323621
2701046.972226,1113555.96027919
2676571.24653623,1202978.98567271
2564656.99288523,1206529.08491283
2499906.50479125,1119585.6508765
2500737.77563799,1119007.31878815
2500367.74048555,1120433.67458242
2651824.47516612,1220516.6987181
2500044.55017521,1119755.72952486
2500336.40562707,1120468.62508864
2500623.04788418,1120069.64013127
2499591.19232422,1116746.60386055
2538976.53087928,1152196.36737756
2500254.62479751,1120056.77481831
2683331.61514141,1246876.17053829
2715017.17400113,1094878.55993845
2678633.1169793,1251387.22607535
2607365.5580398,1128766.96908905
2519470.672749,1146137.27588695
2584665.20037926,1193786.52405417
2635785.27275293,1256814.51809979
2609235.26088647,1191560.48778127
2676829.01826106,1246083.09545682
2717491.38424635,1095799.64968214
2770884.29665308,1184087.74634047
2724295.71047591,1119306.79274836
2580759.0316,1113280.13159773
2565031.03388034,1207116.66220733
2705409.69950589,1114227.75207994
2501220.76989307,1126122.06360251
2713842.31515327,1094849.29369864
2754254.77238173,1260824.1582861
2519032.74183194,1146432.62684487
2555443.03574973,1144366.49301124
